,name,titles,rating,comments
1432,Abhishek,Worst battery life,4.0,"This is the worst apple product I bought so far. After one week of my purchase, I felt the battery is draining fast without any usage. I occasionally use my phones for browsing purposes. Charged to 100% on one evening and switched off for 25 hrs due to fever. After 25 hrs, when I switched on my mobile, the battery is 56%. I am wondering how can I fix it. Disabled all background refresh for apps and did as much as possible to improve the battery life. But no use.  I regret to buy this defective product from Apple/amazon"
1433,Abhishek,Horrible experience,4.0,"I bought this phone just for creating video content.My main intention to buy this was it's mind-blowing camera.But guess what, when the phone got delivered the only thing not working was it's camera.Now,neither Amazon and not the so called APPLE is replacing the phone even after agreeing that there is a manufacturing defect in the phone.They just repaired this defective phone .Really upset with Amazon and APPLE service providers.Will never buy or recommend anyone else to buy APPLE's product from now on..#Unsatisfiedcustomer"
1434,Abhishek,Phone is not turning on,4.0,Brand new iphone 12 is not turning on. Did not expect such a thing from Apple. Even unable to return/replace. I suggest not to buy iPhone from online/amazon
1435,Abhishek,Not worth the money,4.0,Battery life is just okCamera is averageFront is below average
1436,Abhishek,Heating issue,4.0,Heats up fast
1437,Abhishek,Go for it guys!,4.0,"Lot of new features added in this new iPhone, night mode is improved, and a satisfactory battery back upWorth every penny!"
1438,Abhishek,Very nice,4.0,Nice
1439,Abhishek,Thanks to amazon,4.0,All good but bettory backup is too much short duration only 3-4 hour while capure pictures and videos
1440,Abhishek,"Bad quality product. Lame display, slow OS.",4.0,"The product is low quality and lacks finishing, the interface is no near the cost. Seems like a second copy. Disappointed."
1441,Abhishek,Worth,4.0,Very got
1442,Abhishek,Suprb....go ahead,4.0,No negative feedback....it's all awesome
1443,Abhishek,Best iPhone ever,4.0,
1444,Abhishek,6.1inch mini beast u will love it,4.0,Worth your MoneyAwesome QualityUpgrade from Iphone 6s to Iphone12
1445,Abhishek,First iPhone,4.0,Love it. Had an amazing experience. Thank you!!
1446,Abhishek,Awesome product,4.0,Awesome product
1447,Abhishek,Good,4.0,Performance was great
1448,Abhishek,Fabulous phone Value for money,4.0,Great phone
1449,Abhishek,Quality product,4.0,Looks like Charm. delivered as promised.
1450,Abhishek,Good phone,4.0,Improved Camera and battery life compared to previous versions.
1451,Abhishek,Very bad,4.0,"I have purchased it in 6th months before, but battery health down very faster"
1452,Abhishek,Good product,4.0,Good product.
1453,Abhishek,Excellent,4.0,No comparison
1454,Abhishek,Awesome,4.0,Just Superb.. delivered within 3 days. Very polite delivery boy/agent. Great packaging. Phone is awesome👌🏾
1455,Abhishek,Liked it very much,4.0,Powerful phone but price is a bit high
1456,Abhishek,Not worthy,4.0,"Highly priced, no new feeling from 10 to 12, no power adapter, no hear phone, not satisfied with colours"
1457,Abhishek,Class,4.0,Class
1458,Abhishek,Must Buy,4.0,Quality justified
1459,Abhishek,Good,4.0,Phone is good
1460,Abhishek,"Screen size bit small.....otherwise fantastic display, fantastic sound and masterpieces 👌👌👌",4.0,"Screen size bit small.....otherwise fantastic display, fantastic sound and masterpiece 👌👌👌.....but tim cook could have given charger and earphone"
1461,Abhishek,Okay,4.0,Okay
1462,Abhishek,iPhone 12,4.0,All good
1463,Abhishek,I love iphone,4.0,Very nice phone
1464,Abhishek,GOOD EXPERIENCE,4.0,"One day delivery, Original piece , Great offer and discount, Overall good experience."
1465,Abhishek,Display issue,4.0,My iPhone 12 display are very warm yellow even I turned off truetone and nightshift.
1466,Abhishek,Worst product. Don't buy from any online seller especially RKLLP,4.0,Very bad product. Cheating the customer by delivering repaired devices. After upgrading software my phone is not turning on. RKLLP seller please don't send the non working device to the customer and your service is really worst. Please visit the apple store and buy the product
1467,Abhishek,iPhone is iPhone,4.0,Love it
1468,Abhishek,Good,4.0,Super
1469,Abhishek,Worth it! Go for it!,4.0,Just great! Initially heating issue with it but I learnt that it’s due to initial setup process! Now it’s just a monster!
1470,Abhishek,Nice Camera. Battery life long. Over all very good phone.,4.0,Good camera
1471,Abhishek,Impressive design and brilliant camera,4.0,Awesome beast❤️🔥
1472,Yaswanth S.,"Get the adaptor separately, not provided in the box",3.0,"IPhone 12 is super handy, blue is cool color. Loved it."
1473,Abhishek,Charger,4.0,Apple should have given charger along with it for the people first time buying
1474,Yaswanth S.,Awesome,3.0,Its good
1475,Abhishek,New iPhone 12,4.0,The new Apple iPhone 12 is an amazing device. The device is beautiful and performance is great.
1476,Yaswanth S.,Great,3.0,Great
1477,Abhishek,After all it’s Apple!!,4.0,Fulfilled all promises
1478,Yaswanth S.,Best Iphone Till Now Loving It 🥰😍😍,3.0,Best Iphone ever Battery Life Is ok No problem
1479,Abhishek,Top notch,4.0,Best ever phone from apple but costly as always
1480,Yaswanth S.,Touch is rsponsing inconsistently after 5%,3.0,"At the first day of usage the touch was not responding properly it was functioning itself, i haved visited thenearest i care and they have taken it for further review to main service centre i have to wait oneweek to get it repaired . Its a disapponiting partfron such a brand"
1481,Abhishek,Nothing,4.0,Nothing
1482,Yaswanth S.,Very good photography,3.0,Security and screen clarity
1483,Abhishek,Better than other iphone models,4.0,Better than other iPhone models batter back up is improved light body weight
1484,Yaswanth S.,Very good.,3.0,Best phone
1485,Abhishek,Super,4.0,It is nice
1486,Yaswanth S.,Emotion,3.0,iPhone is a emotion .. no need to explain more
1487,Abhishek,Phone are not good battery is bed,4.0,Prime membership ke name pe dhoka hai phone Purana pakda diya
1488,Yaswanth S.,Brand Apple,3.0,Go for it !
1489,Abhishek,Good product,4.0,Very good product
1490,Yaswanth S.,One word,3.0,Sexy
1491,Abhishek,5 star,4.0,Loved it!!
1492,Yaswanth S.,Perfect!,3.0,Awesome! Exactly as expected.
1493,Abhishek,Not happy with performance,4.0,"phone having minor touch issue after 8 month of purchase, since issue is minor, due to covid & staying at remote location not able to contact apple. Now from yesterday it has major touch issue.I have already using Apple Macbook,ipad. These product are having very good performance but This Iphone's performance is very bad. I feel that purchasing Iphone at a cost of around 80k is not worthy."
1494,Yaswanth S.,Damage product delivered | Totally disappointed,3.0,"On mobile screen already scratches are present,i have tried to contact Amazon care & they are saying our system not accepting this image & denied to replace this mobile. This is totally disappointed."
1495,Abhishek,Worth the hype,4.0,
1496,Yaswanth S.,Costly but ok,3.0,Best...... But too costly
1497,Abhishek,Very small in size it’s better to buy I phone 11,4.0,Why it is heating up while charge
1498,Yaswanth S.,My first iPhone and am satisfied,3.0,Awesome camera quality night mode pics are grt.
1499,Abhishek,No one can better do iphone is iphone,4.0,Same like the old classic iphone 5 lookBut now difference is only6.1 inch display or The A 14 bionic chipAnd oled Hd display
1500,Yaswanth S.,Buy Best,3.0,Excellent Phone From Apple
1501,Abhishek,Worth buying,4.0,Nice product
1502,Yaswanth S.,Superb,3.0,Perfect phone
1503,Abhishek,Phone won’t turn on and got delivered broken and used phone,4.0,Ordered new iPhone 12 and got used phone.  Broken the camera and all scratches everywhere. Phone won’t turn on. Beware with Amazon iPhones. It’s completely scam.
1504,Yaswanth S.,Super performance  iPhone 12,3.0,"Super Duper iPhone 12 I Love it,It’s World Bigest Brand Smart Phone"
1505,Abhishek,Great,4.0,Nice phone
1506,Yaswanth S.,Super,3.0,👍
1507,Abhishek,Blue looks and feels great,4.0,Blew my mind after the switch from 6s to 12..Stunning look and feel
1508,Yaswanth S.,Technical issues,3.0,No good and having many technical issues
1509,Abhishek,Paise pure bekar hai koi khas baat nhi hai,4.0,Network ki bhi problem haiKuchh app bhi nhi chalate
1510,Yaswanth S.,Nice,3.0,Good phone
1511,Abhishek,iOS is waste Android is BEST,4.0,"It didn't met my expectations. Never gonna buy iOS mobile again. No user experience. Found that it is very basic. Means intial stages of Android OS has these problems like no big app availablity n not great experience from UI etc.,My suggestion a BIG NO to Apple iPhone.Yeah, I agree that iPhone is an iconic status symbol in INDIA. to showoff you can buy an iPhone."
